ID,SMILES
3489,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2CO[P@](=O)(S)O[C@H]2[C@H]1O
3490,COc1ccc2c(OC)cccc2c1
3491,CC(=O)Cn1nnc([N+](=O)[O-])n1
3492,O=C1c2ccccc2C(=O)c2c1ccc1nsnc21
3493,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
3494,CC(=O)ONC(=O)c1ccccc1O
3495,COc1cc(O)c2c(=O)oc(C[C@@H](O)C(Cl)Cl)cc2c1
3496,Cc1ccnn1C(C)C(=O)O
3497,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
3498,CC(NC(=O)c1ccccc1N)c1ccccc1
3499,CC1OC2OC(=O)C3(C)CC4=C(CO)C5=C(CC(=O)C4(C)C(C1=O)C23)C(C)(C)OC(=O)C5
3500,O=C(NC(CO)Cc1ccccc1)c1ccccc1
3501,Cc1cc2sc3ccccc3c(=O)c2c(C)c1O
3502,CC(C)(C)c1n[nH]c(=S)n1N
3503,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1
3504,CCC(C)C(NC(C)=O)c1cc(OC)cc(=O)o1
3505,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC
3506,CC1=CC(=O)c2c(O)cccc2C1=O
3507,CCCCn1ccnc1
3508,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1
3509,NC(=O)[C@@H](N)CCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
3510,CC(=O)O[C@@]1(C)C(=O)C[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CCc1ccoc1
3511,COc1cc(OC)c2ccc(=O)oc2c1CC(O)C(C)(C)O
3512,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
3513,O=c1cc(Cl)[nH]c(=O)[nH]1
3514,CN1CC(N)CCC1=O
3515,c1ccc(N2CCN(Cc3ccc(-n4cccn4)cc3)CC2)cc1
3516,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
3517,CCCCCCCCCCCCCCCCCCOCC(CO)OC
3518,Nc1ccc(SC(F)(F)F)cc1
3519,Cc1nn(-c2c(Cl)cccc2Cl)c(N)c1C#N
3520,O=C(O)c1ccccc1Sc1ccc(Cl)cc1
3521,O=C(NOC(=O)c1ccccc1Br)c1ccc(Cl)cc1
3522,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)O
3523,O=S(=O)(Nc1ncccn1)c1ccc(N=C=S)cc1
3524,O=C(O)c1cc(-c2ccc(Cl)cc2)nc2c(Cl)cccc12
3525,COc1ccc(C(=O)c2cc(OC)cc(OC)c2)cc1
3526,O=C(COc1ccccc1)NC(Cc1ccccc1)C(=O)O
3527,CCSc1nsc(N)n1
3528,C=C[C@H]1CN2CC[C@H]1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12
3529,COC(=O)CCCOc1ccc(Cl)cc1C
3530,NC(CCC(=O)NC(CSSCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O
3531,CS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl
3532,CC/C=C/CC(O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O
3533,O=C(O)[C@@H](O)Cc1ccccc1
3534,O=C(Nc1c(-c2cccs2)nc2ccccn12)c1ccc(Cl)cc1
3535,c1ccc(CCc2nnn[nH]2)cc1
3536,CCNCc1c(F)cccc1Cl
3537,O=C(O)c1cccc2c1C(=O)N(Cc1c(F)cccc1Cl)C2
3538,ClCc1nnn[nH]1
3539,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1
3540,COc1cc([N+](=O)[O-])cc2c1OC1(C=C2)N(C)c2ccccc2C1(C)C
3541,O=CCCC(=O)O
3542,COc1ccc(NC(=O)Nc2ccc(C)c(C)c2)cc1
3543,O=C(O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1
3544,NS(=O)(=O)c1cc(Cl)sc1Cl
3545,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
3546,COc1cc(C2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)ccc1O
3547,Cn1nc(Br)nc1N1CCCCC1
3548,OC1CCCc2nc3ccccc3c(NCc3ccccc3)c21
3549,CC(C)CC(CO)NC(=O)CC(O)CC(=O)Cc1ccccc1
3550,CC(C)Cn1c(N)c(N=O)c(=O)n(C)c1=O
3551,COc1ccc(C#Cc2ccc(C(=O)N3CCC[C@@H](CO)C3)cc2)cc1
3552,O=C(CCl)Nc1nnc(C2CCCCC2)s1
3553,O=C1C=C(Br)C(=O)c2ccccc21
3554,CC(=O)Nc1nc2ccc(Cl)cc2s1
3555,COC(=O)/C=C/c1ccc(O)cc1
3556,CC(N)Cc1c[nH]c2ccccc12
3557,COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2C2C(=O)c3c(O)cc(O)cc3OC2c2ccc(OC)cc2)cc1
3558,COc1ccc(OC)c(/C=C/c2ccccc2)c1
3559,Clc1ccc2ccc(CBr)nc2c1
3560,C=CCNS(=O)(=O)c1ccccc1
3561,COC(=O)c1cc2cc(F)c(Cl)cc2[nH]1
3562,CCc1c[nH]c2ccccc12
3563,Cc1cccc(NC(=O)N2CCCC2)c1
3564,CC(C)Oc1ccc(-c2cc(C(=O)O)c3cc(Br)ccc3n2)cc1
3565,Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1
3566,CC(C)(C)c1nnc(N)s1
3567,O=C(Nc1ccc2[nH]ccc2c1)c1ccccc1
3568,COc1ccc2c(c1)C(=O)CC(c1cccc(OC)c1OC)O2
3569,Cc1sc(N)nc1-c1ccc(C(C)C)cc1
3570,C=C(OP(=O)(O)O)C(=O)O
3571,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
3572,CC(N)c1ccccc1C(F)(F)F
3573,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
3574,O=C(O)c1ccc(I)c(F)c1
3575,NC(Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1
3576,CCOc1ccc2nc3ccc(=O)cc-3oc2c1
3577,CC(C)(C)OC(=O)NC(Cc1ccc(C#N)cc1)C(=O)O
3578,C=CCc1cc(OC)c(O)c([C@H](C)C(=O)c2ccc(OC)c(OC)c2)c1
3579,O=C1NS(=O)(=O)c2cnccc21
3580,COc1ccc2c(c1)C(=O)CC(C)(C)O2
3581,Cc1cccc(-c2nc(C(C)(C)C)[nH]c2-c2ccc3c(c2)OCO3)n1
3582,CC(Br)C(=O)NC(C)(C)C
3583,CCCC(=O)c1c(OC)cc(O)c(CCO)c1O
3584,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CC(O)C12
3585,CC(C)C(O)(CC(=O)O)C(=O)O
3586,CCCC(NC)C(=O)c1ccccc1
3587,O=C1c2ccccc2C(=O)N1CCCl
3588,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
3589,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)O
3590,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
3591,COc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1
3592,CO[C@H]1c2cc(C(C)C)c(O)c(O)c2[C@@]23CCCC(C)(C)C2[C@@H]1OC3=O
3593,Cc1ccc(OCc2nc(C(=O)NC3CCS(=O)(=O)C3)cs2)cc1
3594,O=C(NCCCCCCCCNC(=O)C(Cl)Cl)C(Cl)Cl
3595,COc1cc2c(cc1OC)-c1c3c(c(OC)c4c1C(C2)N(C)CC4)OCO3
3596,NCC(=O)Nc1ccc2nc(O)[nH]c2c1
3597,O=C(O)c1cc2cc(Cl)ccc2[nH]1
3598,CC(C)[C@H](N)C(=O)NCC(=O)O
3599,COc1ccc(/C=C/C(=O)c2c(OC)cccc2OC)cc1
3600,O=C(O)CN(CCO)CCO
3601,c1ccc2[nH]nnc2c1
3602,O=C(O)CCc1cccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O
3603,Fc1ccc(NCc2cccnc2)cc1
3604,C=CCNS(=O)(=O)c1ccccc1[N+](=O)[O-]
3605,O=C(O)CCCSc1ccc(Cl)cc1
3606,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
3607,O=S(=O)(CCl)c1ccccc1
3608,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
3609,NCc1cc(F)cc(Br)c1
3610,O=C(O)CCCCN1C(=O)CSC1=S
3611,CCOC(=O)n1ccn(C)c1=S
3612,NC1CCN(c2ncccc2Cl)CC1
3613,CCCC(=N)NCCC[C@H](N)C(=O)O
3614,CN1C(=O)[C@]2(CO)SSC1(Cc1cn([C@]34C[C@@]56SS[C@@](CO)(C(=O)N5[C@H]3Nc3ccccc34)N(C)C6=O)c3ccccc13)C(=O)N2C
3615,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O
3616,COC(=O)C1OC(Oc2cc3c(c(OC)c2OC)-c2ccc(SC)c(=O)cc2C(NC(C)=O)CC3)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
3617,CCCCCCCCCCCCOCCC(=O)O
3618,CC(N)Cc1ccccc1Cl
3619,COc1cc(/C=C/C(=O)O[C@H](C(=O)O)[C@](O)(Cc2ccc(O)cc2)C(=O)O)ccc1O
3620,Fc1ccc2c(Br)ccnc2c1
3621,O=C(NCCCn1ccnc1)c1cccc(C(F)(F)F)c1
3622,COc1ccc(-c2oc3ccc(C)cc3c(=O)c2O)c(OC)c1
3623,O=C(O)CC(S)C(=O)O
3624,O=C(Nc1ccc2ccccc2c1)c1ccc([N+](=O)[O-])cc1
3625,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)OC(=O)C[C@H]12
3626,NC1=Nc2nc3ccccc3n2C(c2ccccc2)N1
3627,CC/C=C\CC(O)/C=C/C1C(O)CC2O/C(=C\CCCC(=O)O)CC21
3628,CCC(OC)C(O)C/C=C\C/C=C\CCCCCCCC(=O)O
3629,CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C
3630,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)O1
3631,CSc1ccc(NC(=O)Nc2ccccc2)cc1
3632,Clc1cc(Cl)c2c(c1)CNCC2
3633,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
3634,CS(=O)(=O)c1ccc(N2CCNCC2)cc1[N+](=O)[O-]
3635,Cc1nccc2c1[nH]c1cc(O)ccc12
3636,COc1ccc(-c2coc3cc(O)c(OC)cc3c2=O)cc1O
3637,COc1ccc(C(=O)Nc2ccccc2F)cc1
3638,CCOc1ccc2[nH]c(SCC)nc2c1
3639,O=C1OC(c2ccccc2)=N/C1=C\c1ccc(O)cc1
3640,Clc1ccc2cc(Br)cnc2n1
3641,Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1
3642,CC(=O)c1cc(I)c(O)c(I)c1
3643,OC1C(O)[C@H](O)[C@H](O)C(O)[C@H]1O
3644,Brc1ccc(OC2CCNCC2)nc1
3645,CCCCCCCCCCCCCC(O)CC(=O)O
3646,COc1c(C)cccc1N
3647,CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
3648,CC(=O)N(O)CCCCCNC(=O)C(O)(CC(=O)O)CC(=O)NCCCN(O)C(C)=O
3649,Cc1cc(N)n(CCC#N)n1
3650,COc1cc(/C=C/C=O)ccc1OC(C)Cc1cc(OC)c(OC)c(OC)c1
3651,N#Cc1cc(-c2ccccc2)oc1N
3652,O=C(O)/C=C/C(=O)c1ccc(Br)cc1
3653,Oc1c(Cl)c(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1Cl
3654,O=C(OCc1cncs1)Oc1ccc([N+](=O)[O-])cc1
3655,COc1c2c(cc3oc4cccc(O)c4c(=O)c13)O[C@H]1OC=C[C@@]21O
3656,Cc1ccc(NC(=O)C(=O)NCCN2CCN(S(C)(=O)=O)CC2)cc1
3657,CC(C)(C)c1ccc(-c2nc3cc(N)ccc3o2)cc1
3658,CC(C)(C)c1cc(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
3659,CSc1n[nH]c(N)c1C#N
3660,Cn1c(N)c(N=O)c(=O)[nH]c1=O
3661,CCNc1nc(NC(C)(C)C)nc(SC)n1
3662,CC(N)CCCC(C)(C)O
3663,CCCCCC(=O)NCC(=O)O
3664,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O
3665,O=C(/C=C/c1ccc(O)cc1)OC[C@@]1(O)C=C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21
3666,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCCC(C)CCCC(C)CCCC(C)C)O2
3667,COc1cc(CCC(C)=O)ccc1O
3668,CCCCCCCCC(O)CCC(=O)O
3669,CCC(=O)c1ccc(OCC(O)CN2CCOCC2)cc1
3670,CNC(=S)NNC(=O)c1ccccc1
3671,NCc1ccc(C(F)(F)F)cc1
3672,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)C2=O
3673,NS(=O)(=O)c1ccccc1C(F)(F)F
3674,O=C(O)CCC(=O)c1ccc(F)c(F)c1
3675,FC(F)(F)c1cnc2nc(Cl)sc2c1
3676,CC1=CC(C)(C)OC1(C)C1C(=O)CC2(CO)C1CCC1C3(C)CCC(OC4OC(CO)C(O[C@H]5CO[C@@H](O)[C@H](O)[C@H]5O)C(O)C4O)C(C)(C)C3CCC12C
3677,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
3678,CNC(=S)Nc1ccc(OC)cc1OC
3679,COc1cc(OC)c2c(C)cc(=O)oc2c1
3680,CC(C)(C)c1ccc(O)c(C(=O)c2ccccc2)c1
3681,N#Cc1c(-c2ccccc2)cc(-c2ccc(Cl)cc2)c(C#N)c1N
3682,COC(=O)c1cc2ccc(SC)cc2[nH]1
3683,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1
3684,O=C(NCc1ccncc1)Nc1ccccc1F
3685,CN[C@H](C)[C@@H](O)c1ccc(F)cc1
3686,COc1ccc(C=O)cc1O
3687,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1
3688,CCC(C)(C)C1CCc2c(sc(N)c2C(=O)NCc2ccccc2)C1
3689,NC1CCN(c2ccccc2F)CC1
3690,ClCCc1nn[nH]n1
3691,CCC(C)Nc1nc(Cl)nc(NC)n1
3692,Cn1ccc2cc(Br)ccc21
3693,O=c1[nH]c2cc(Cl)cc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1
3694,O=C(O)c1ccc(-n2cccn2)nc1
3695,O=C(CCl)Nc1nc(-c2ccc(Cl)cc2)cs1
3696,C[C@@H](N)c1ccc(C(F)(F)F)cc1
3697,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
3698,COc1ccc(/C(=C/C(=O)N2CCOCC2)c2ccc(F)cc2)cc1OC
3699,O=C1CC[C@H](/C=C/[C@@H](O)C(F)(F)c2ccccc2)N1CCCCCCc1nnn[nH]1
3700,CC(=O)n1ccc2ccccc21
3701,CNC(=O)CN1CCC(N)CC1
3702,Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl
3703,C[N+](C)([O-])CCC=C1c2ccccc2C=Cc2ccccc21
3704,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1
3705,ClCCN(CCCl)Cc1ccccc1
3706,c1ccc(CCc2nc3ccccc3[nH]2)cc1
3707,Nc1ncnc(Cl)c1C=O
3708,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1
3709,CNc1ccc(CC(=O)O)cc1
3710,CCCCCC(O)/C=C/[C@H]1OC(=O)CC(O)C1C/C=C\CCCC(=O)O
3711,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C=CC2=O
3712,Cc1cc(N)n(Cc2ccccc2Cl)n1
3713,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
3714,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1
3715,COC(=O)c1cc(Cl)cc([N+](=O)[O-])c1O
3716,CC(C)(C)c1ccc(OCCN)cc1
3717,CC(=O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
3718,O=C(Oc1ccccc1)c1ccccc1O
3719,Cc1cc(C)nc(NC#N)n1
3720,Fc1cccc(F)c1C1CCCN1
3721,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
3722,O=C(O)CN1C(=O)c2cccc3cccc1c23
3723,C#CCCOS(=O)(=O)c1ccc(C)cc1
3724,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
3725,CCOC(=O)c1cnc2ccc(C(C)C)cc2c1O
3726,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
3727,Oc1ccc(Br)c(F)c1F
3728,Nc1cc(O)no1
3729,Nc1nc(N)c(N=O)c(N)n1
3730,CS(=O)(=O)c1ccc(C=O)c([N+](=O)[O-])c1
3731,Nc1cc(Br)cc(I)c1
3732,O=C(O)CCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1
3733,O=Cc1ccc2cccc([N+](=O)[O-])c2n1
3734,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
3735,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
3736,CS[C@]1(CO)C(=O)N2[C@H]3C(=CC=C[C@@H]3O)C[C@@]2(SC)C(=O)N1C
3737,NCC1CN(Cc2ccc(F)cc2)CCO1
3738,O=NN1CCCC1c1cccnc1
3739,O=c1[nH]cc(CO)c(=O)[nH]1
3740,CCC(C)NCc1ccc(Br)cc1
3741,Cc1cc(C)c(O)c(C(=O)CC2CC(=O)NC(=O)C2)c1
3742,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C
3743,O=C1OCc2c1cc(F)cc2[N+](=O)[O-]
3744,CCCC(C)NC(=O)c1ccc(Cl)cc1
3745,CC1(O)CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1
3746,O=C(O)C1CC2C=CC1C2
3747,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
3748,Cc1nc(C(=O)O)sc1Br
3749,CC(C)Nc1nc(=O)nc(N)[nH]1
3750,CNC(C)C(=O)c1ccccc1C
3751,Nc1c(F)cc(Br)cc1C(=O)O
3752,O=[N+]([O-])c1ccc(N2CCCC2)c(Cl)c1
3753,O=C(O)c1cc2cc(Br)ccc2cc1O
3754,C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O
3755,Cc1ccc(CNC(=O)c2ccc(Cl)c(Cl)c2)cc1
3756,c1ccc(Nc2nc(N[C@@H]3C[C@@H]4CC[C@H]3C4)c3[nH]cnc3n2)cc1
3757,Cc1ccc(NC(=O)N2c3ccccc3Sc3ccccc32)cc1
3758,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1
3759,CC(Cl)C(=O)NCC1CCCCC1
3760,Oc1cccc(O)c1Cl
3761,NC1(C(=O)O)Cc2ccccc2C1
3762,O=C(O)c1cc([N+](=O)[O-])cc(C(=O)O)c1C(=O)O
3763,CCCCCCCCCC(O)CC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O
3764,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
3765,Cc1ccc(NC(=O)Nc2ccc(C)c(F)c2)cc1
3766,CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O
3767,O=C(CCl)NC1CCSC1=O
3768,C=CC1C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)C1CC(=O)O
3769,O=C(O)C12CC3CC(CC(O)(C3)C1)C2
3770,CC1(c2ccc(F)cc2)NC(=O)NC1=O
3771,N#CNC(=O)c1ccccc1
3772,COC(=O)c1cc(F)cc(C(=O)O)c1
3773,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O
3774,Nc1nc(-c2nc3ccccc3[nH]2)cs1
3775,Cn1cncc1CC(NC(=O)C1CCC(=O)N1)C(=O)N1CCCC1C(N)=O
3776,COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1
3777,C[C@@H](N)C1CCC(C(=O)Nc2ccncc2)CC1
3778,Cc1nc(C(=O)O)c(C(=O)O)[nH]1
3779,CN(C)c1ccc(/N=N/c2ccc3ccccc3c2)cc1
3780,COc1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(OC)c2O)c1O
3781,O=C(CCC/C=C\CC1C(O)CC(O)C1/C=C/C(O)COc1cccc(C(F)(F)F)c1)NC(CO)CO
3782,CCCc1cc(=O)[nH]c(=S)[nH]1
3783,O=C(O)COCC[N+]1([O-])CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3784,C[C@H]1C(=O)N2c3ccccc3[C@@]3(O)C[C@@H]4C(=O)N[C@](C)(c5nc6ccccc6c(=O)n54)N1[C@@H]23
3785,CSc1cc(NC(C)=O)ccc1O
3786,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1
3787,Oc1cccc(C(F)(F)F)c1F
3788,O=C(CCCCC1CCSS1)NCCCNC(=O)CCCCC1CCSS1
3789,CN(C)S(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
3790,Nc1nc(O)c2ccccc2n1
3791,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1
3792,CCCc1nc2cc(-c3nc4ccccc4n3C)cc(C)c2[nH]1
3793,NCC(=O)NCC(=O)O
3794,N[C@@H](CC(O)C(=O)O)C(=O)O
3795,O=c1c(O)c(-c2cccc(O)c2)oc2cc(O)ccc12
3796,COc1cc2ccc(=O)oc2c(O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
3797,CCc1ccc2[n+](c1)CCc1c-2[n-]c2ccccc12
3798,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
3799,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
3800,CCCCCCCCCCCCCN1CC(C)OC(C)C1
3801,N#Cc1ccc(NCC(=O)O)cc1
3802,Nc1snc2c(Br)cc(Br)cc12
3803,Nc1cc2ccccc2cc1O
3804,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@@H]34
3805,Cn1cnc(CC(N)C(=O)O)c1
3806,Nc1ccccc1SC(CC(=O)c1ccccc1)c1ccc(Cl)cc1
3807,Nc1ccc2c(c1)OCC(=O)N2
3808,CCCCCCCCCCCCCC/C=C\OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
3809,Cc1ccc(CSc2nc3ccccc3[nH]2)cc1
3810,CN(C)CCNC(=O)c1cccc2ccccc12
3811,c1ccc(COc2ccc3cc[nH]c3c2)cc1
3812,CCc1ccc(N2CC(C(=O)O)CC2=O)cc1
3813,CC(C)[C@@H]1CC[C@@H](C)CC1=O
3814,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1
3815,O=C(Nc1cccc(C(=O)O)c1O)c1ccccc1
3816,CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
3817,CC(S)C(=O)NCC(=O)O
3818,NNc1ccccc1Cl
3819,O=C(O)c1cc2c(cc1[N+](=O)[O-])OCCO2
3820,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCO
3821,O=C(NC1CCNCC1)c1ccccc1
3822,Nc1nccc2nc[nH]c12
3823,O=C(Nc1nc2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2s1)c1ccccc1
3824,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
3825,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O
3826,Cc1c(-c2ccccc2)oc2cc(O)ccc2c1=O
3827,Cc1ccc(NC(=O)C(=O)NCc2ccco2)cc1
3828,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
3829,CCC(C)C(N)C(=O)O
3830,CCCCCCCCC#CCC#CCC#CCCCC(=O)O
3831,O=C1Nc2ccc(F)cc2C1=O
3832,N[C@H](Cc1ccc(Cl)cc1)C(=O)O
3833,C1CCN2C[C@@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1
3834,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC
3835,COc1ccc2ncc(C(=O)O)c(N)c2c1
3836,COc1c(OC2OC(C(=O)O)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c2c1O
3837,COc1ccc(/C=C/C(=O)O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
3838,CC(C)CC(N)C(=O)NC(Cc1c[nH]cn1)C(=O)O
3839,O=C(CBr)c1ccc(Cc2ccccc2)cc1
3840,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
3841,CCCNC1CCc2nc(N)sc2C1
3842,Cc1cc(=O)oc2c(O)c(O)ccc12
3843,O=C1NCC(c2ccccc2)O1
3844,COC(=O)CCCCCCCCC(=O)OC
3845,Nc1ccc(Cl)cc1N
3846,Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@H](N6CCCCC6)C5)c34)cnn2C)cc1
3847,Nc1ccc(-c2ccccc2)c(C(F)(F)F)c1
3848,COc1cccc(Nc2ccccc2)c1
3849,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl
3850,CC(=O)CC(=O)Nc1ccc(F)cc1F
3851,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1C(=O)O
3852,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)[nH]c21
3853,O=C1c2ccccc2C(=O)C1(O)C1(O)C(=O)c2ccccc2C1=O
3854,C=C1CCC2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\CO)C(=O)C(=O)O
3855,Cc1cc(=O)oc2ccc(O)cc12
3856,Cc1nnc2c(NC3CCCC3)nc3ccccc3n12
